property_id,property_url,purpose,type,added_on,furnishing,price,location,bed_bath_size,permit_number,agent_name,primary_image_url,breadcrumbs,amenities,description
Bayut - 1BhkAC,https://www.bayut.com/property/details-11436467.html,For Rent,Apartment,24-Apr-25,Furnished,"{'currency': 'AED', 'amount': '60,000'}",Al Nahda (Dubai),"{'bedrooms': '1', 'bathrooms': '1', 'size': '872 sqft'}",,Mohammad Farid Azam Khan,https://images.bayut.com/thumbnails/770589985-800x600.jpeg,,,
Bayut - NB/900/F,https://www.bayut.com/property/details-6061878.html,For Rent,Apartment,21-May-25,Furnished,"{'currency': 'AED', 'amount': '60,000'}",Al Nahda (Dubai),"{'bedrooms': '1', 'bathrooms': '2', 'size': '872 sqft'}",,Mohammad Farid Azam Khan,https://images.bayut.com/thumbnails/720271830-800x600.jpeg,,,
Bayut - 1068223-ABDL,https://www.bayut.com/property/details-12027914.html,For Rent,Apartment,25-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '75,000'}",Jumeirah Village Circle (JVC),"{'bedrooms': '1', 'bathrooms': '1', 'size': '761 sqft'}",,Mazen Alali,https://images.bayut.com/thumbnails/781361869-800x600.jpeg,,,
Bayut - 01JYEEESHMJC9YF41JRBS59DHM,https://www.bayut.com/property/details-12010953.html,For Rent,Apartment,23-Jun-25,Furnished,"{'currency': 'AED', 'amount': '115,000'}",Dubai Hills Estate,"{'bedrooms': '1', 'bathrooms': '2', 'size': '653 sqft'}",,Syed Bilal,https://images.bayut.com/thumbnails/780971339-800x600.jpeg,,,
Bayut - Malik 11,https://www.bayut.com/property/details-12001947.html,For Rent,Apartment,23-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '50,000'}",Meydan City,"{'bedrooms': '1', 'bathrooms': '2', 'size': '337 sqft'}",,Muhammad Ikram,https://images.bayut.com/thumbnails/780941483-800x600.jpeg,,,
Bayut - 106405-Jy8TID,https://www.bayut.com/property/details-11880719.html,For Rent,Apartment,10-Jun-25,Furnished,"{'currency': 'AED', 'amount': '75,000'}",Jumeirah Village Circle (JVC),"{'bedrooms': '1', 'bathrooms': '2', 'size': '889 sqft'}",,Waqas Arshad,https://images.bayut.com/thumbnails/778623399-800x600.jpeg,,,
Bayut - 102164-kQGU5d,https://www.bayut.com/property/details-11929736.html,For Rent,Apartment,16-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '89,999'}",Jumeirah Village Circle (JVC),"{'bedrooms': '1', 'bathrooms': '2', 'size': '824 sqft'}",,Faisal Khalid,https://images.bayut.com/thumbnails/779533539-800x600.jpeg,,,
Bayut - 1019501182836,https://www.bayut.com/property/details-11864158.html,For Rent,Apartment,09-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '88,000'}",Jumeirah Village Circle (JVC),"{'bedrooms': '1', 'bathrooms': '2', 'size': '853 sqft'}",,Abdusami Idris,https://images.bayut.com/thumbnails/779467375-800x600.jpeg,,,
Bayut - wv2bhkcls,https://www.bayut.com/property/details-11580897.html,For Rent,Apartment,08-May-25,Unfurnished,"{'currency': 'AED', 'amount': '140,000'}",Jumeirah Village Circle (JVC),"{'bedrooms': '1', 'bathrooms': '2', 'size': '1,288 sqft'}",,Abdusami Idris,https://images.bayut.com/thumbnails/773022528-800x600.jpeg,,,
Bayut - wv1bhk,https://www.bayut.com/property/details-11428435.html,For Rent,Apartment,23-Apr-25,Unfurnished,"{'currency': 'AED', 'amount': '90,000'}",Jumeirah Village Circle (JVC),"{'bedrooms': '1', 'bathrooms': '2', 'size': '853 sqft'}",,Abdusami Idris,https://images.bayut.com/thumbnails/770848203-800x600.jpeg,,,
Bayut - NOVVI-6017,https://www.bayut.com/property/details-11716310.html,For Rent,Apartment,21-May-25,Furnished,"{'currency': 'AED', 'amount': '60,000'}",Meydan City,"{'bedrooms': '1', 'bathrooms': '2', 'size': '491 sqft'}",,Khaled Mohamed,https://images.bayut.com/thumbnails/775728024-800x600.jpeg,,,
Bayut - NOVVI-6018,https://www.bayut.com/property/details-11780032.html,For Rent,Apartment,28-May-25,Furnished,"{'currency': 'AED', 'amount': '60,000'}",Meydan City,"{'bedrooms': ""{'@type': 'QuantitativeValue', 'name': 'Bedroom(s)', 'value': '0'}"", 'bathrooms': '1', 'size': '447 sqft'}",,Khaled Mohamed,https://images.bayut.com/thumbnails/776757908-800x600.jpeg,,,
Bayut - 103577-L33Woe,https://www.bayut.com/property/details-11799137.html,For Rent,Apartment,30-May-25,Furnished,"{'currency': 'AED', 'amount': '165,000'}",Barsha Heights (Tecom),"{'bedrooms': '3', 'bathrooms': '3', 'size': '1,499 sqft'}",,Rashid Mahmood Muhammad Hanif,https://images.bayut.com/thumbnails/777101053-800x600.jpeg,,,
Bayut - Wahab/ 1bhk/ 80k,https://www.bayut.com/property/details-11932420.html,For Rent,Apartment,16-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '80,000'}",Arjan,"{'bedrooms': '1', 'bathrooms': '2', 'size': '828 sqft'}",,Muhammad Wahab Shareef,https://images.bayut.com/thumbnails/779605820-800x600.jpeg,,,
Bayut - Asif nr 1 7@7,https://www.bayut.com/property/details-11994927.html,For Rent,Apartment,22-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '48,000'}",Al Nahda (Dubai),"{'bedrooms': '1', 'bathrooms': '2', 'size': '640 sqft'}",,Asif  Rafique,https://images.bayut.com/thumbnails/780597052-800x600.jpeg,,,
Bayut - NOVVI-5776,https://www.bayut.com/property/details-11704269.html,For Rent,Apartment,20-May-25,Furnished,"{'currency': 'AED', 'amount': '50,000'}",Meydan City,"{'bedrooms': ""{'@type': 'QuantitativeValue', 'name': 'Bedroom(s)', 'value': '0'}"", 'bathrooms': '1', 'size': '322 sqft'}",,Khaled Mohamed,https://images.bayut.com/thumbnails/775505615-800x600.jpeg,,,
Bayut - DP-R-52311,https://www.bayut.com/property/details-10452973.html,For Rent,Apartment,05-Apr-25,Unfurnished,"{'currency': 'AED', 'amount': '95,000'}",Business Bay,"{'bedrooms': '1', 'bathrooms': '1', 'size': '637 sqft'}",,Maheer Silk,https://images.bayut.com/thumbnails/752937757-800x600.jpeg,,,
Bayut - RHO-NG3-611,https://www.bayut.com/property/details-9566622.html,For Rent,Apartment,11-Jun-25,,"{'currency': 'AED', 'amount': '140,000'}",Al Warqaa,"{'bedrooms': '1', 'bathrooms': '2', 'size': '2,228 sqft'}",,Abdellah Ouaddi,https://images.bayut.com/thumbnails/735932877-800x600.jpeg,,,
Bayut - Asif 1bh nawates 9@19,https://www.bayut.com/property/details-11989230.html,For Rent,Apartment,21-Jun-25,Furnished,"{'currency': 'AED', 'amount': '60,000'}",Al Nahda (Dubai),"{'bedrooms': '1', 'bathrooms': '1', 'size': '870 sqft'}",,Asif  Rafique,https://images.bayut.com/thumbnails/780509804-800x600.jpeg,,,
Bayut - DCH253344_L,https://www.bayut.com/property/details-11583951.html,For Rent,Apartment,08-May-25,Unfurnished,"{'currency': 'AED', 'amount': '82,000'}",Town Square,"{'bedrooms': '1', 'bathrooms': '1', 'size': '913 sqft'}",,Karim Fadi Dummar,https://images.bayut.com/thumbnails/773064935-800x600.jpeg,,,
Bayut - 100035-eYlHvp,https://www.bayut.com/property/details-8839761.html,For Rent,Apartment,29-Apr-25,Unfurnished,"{'currency': 'AED', 'amount': '53,000'}",Al Jaddaf,"{'bedrooms': '1', 'bathrooms': '2', 'size': '448 sqft'}",,Hajul Akbar Kaviladath Hassan Koya,https://images.bayut.com/thumbnails/771524548-800x600.jpeg,,,
Bayut - RHO-AH-605,https://www.bayut.com/property/details-6705786.html,For Rent,Apartment,28-Mar-25,,"{'currency': 'AED', 'amount': '89,000'}",Bur Dubai,"{'bedrooms': '2', 'bathrooms': '2', 'size': '1,109 sqft'}",,Sushant Pawar,https://images.bayut.com/thumbnails/772781335-800x600.jpeg,,,
Bayut - 7185-u0bNUWv,https://www.bayut.com/property/details-11990664.html,For Rent,Apartment,21-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '110,000'}",The Gardens,"{'bedrooms': '1', 'bathrooms': '2', 'size': '1,012 sqft'}",,Abdul Waheed Abdul Majeed,https://images.bayut.com/thumbnails/780519241-800x600.jpeg,,,
Bayut - Arezzo-Rent,https://www.bayut.com/property/details-11988471.html,For Rent,Apartment,21-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '59,999'}",Jumeirah Village Circle (JVC),"{'bedrooms': '1', 'bathrooms': '2', 'size': '880 sqft'}",,Omer Javed,https://images.bayut.com/thumbnails/780482655-800x600.jpeg,,,
Bayut - CPR272,https://www.bayut.com/property/details-11716501.html,For Rent,Apartment,21-May-25,Furnished,"{'currency': 'AED', 'amount': '50,000'}",Meydan City,"{'bedrooms': '1', 'bathrooms': '2', 'size': '341 sqft'}",,Shan Weerappulige,https://images.bayut.com/thumbnails/776355836-800x600.jpeg,,,
Bayut - 10403-4M96xQ,https://www.bayut.com/property/details-6575300.html,For Rent,Apartment,20-Mar-25,Unfurnished,"{'currency': 'AED', 'amount': '48,499'}",Discovery Gardens,"{'bedrooms': ""{'@type': 'QuantitativeValue', 'name': 'Bedroom(s)', 'value': '0'}"", 'bathrooms': '1', 'size': '484 sqft'}",,Shadaab Ahmed Shabbir Patel,https://images.bayut.com/thumbnails/769273780-800x600.jpeg,,,
Bayut - 100121-fyEtLf,https://www.bayut.com/property/details-11425210.html,For Rent,Townhouse,23-Apr-25,Furnished,"{'currency': 'AED', 'amount': '150,000'}",,"{'bedrooms': '2', 'bathrooms': '3', 'size': '1,408 sqft'}",,Hussien Mohammed,,,,
Bayut - VADAF-R-60729,https://www.bayut.com/property/details-11563241.html,For Rent,Villa,06-May-25,Unfurnished,"{'currency': 'AED', 'amount': '450,000'}",Mohammed Bin Rashid City,"{'bedrooms': '1', 'bathrooms': '2', 'size': '6,927 sqft'}",,Victoria Anne Dewar,https://images.bayut.com/thumbnails/779621724-400x300.jpeg,,,
Bayut - PPT4503,https://www.bayut.com/property/details-10063966.html,For Rent,Apartment,31-Oct-24,,"{'currency': 'AED', 'amount': '129,990'}",Sheikh Zayed Road,"{'bedrooms': '2', 'bathrooms': '2', 'size': '969 sqft'}",,Navjot Singh,https://images.bayut.com/thumbnails/781413173-800x600.jpeg,,,
Bayut - NOVVI-6079,https://www.bayut.com/property/details-11794814.html,For Rent,Apartment,29-May-25,Furnished,"{'currency': 'AED', 'amount': '60,000'}",Meydan City,"{'bedrooms': ""{'@type': 'QuantitativeValue', 'name': 'Bedroom(s)', 'value': '0'}"", 'bathrooms': '1', 'size': '312 sqft'}",,Khaled Mohamed,https://images.bayut.com/thumbnails/777006355-800x600.jpeg,,,
Bayut - 6585-Uu8maP 3/71,https://www.bayut.com/property/details-11968216.html,For Rent,Apartment,19-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '110,000'}",The Gardens,"{'bedrooms': '1', 'bathrooms': '2', 'size': '1,012 sqft'}",,Muhammad Mumtaz Muhammad Tariq,https://images.bayut.com/thumbnails/780200494-800x600.jpeg,,,
Bayut - RHO-SRG-214,https://www.bayut.com/property/details-7065969.html,For Rent,Apartment,21-Apr-25,,"{'currency': 'AED', 'amount': '78,000'}",Bur Dubai,"{'bedrooms': '1', 'bathrooms': '2', 'size': '991 sqft'}",,Pavan Bhatija,https://images.bayut.com/thumbnails/770067944-800x600.jpeg,,,
Bayut - RRE-SRGR-317,https://www.bayut.com/property/details-6102762.html,For Rent,Apartment,17-Apr-25,Unfurnished,"{'currency': 'AED', 'amount': '70,000'}",Bur Dubai,"{'bedrooms': '2', 'bathrooms': '1', 'size': '863 sqft'}",,Pavan Bhatija,https://images.bayut.com/thumbnails/769628381-800x600.jpeg,,,
Bayut - 01JWJY0AR6TPGZQ652KBR1FCGX,https://www.bayut.com/property/details-11831087.html,For Rent,Townhouse,03-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '145,000'}",,"{'bedrooms': '4', 'bathrooms': '4', 'size': '1,880 sqft'}",,Malik Usama Asif Raheem,,,,
Bayut - CB-R-11532,https://www.bayut.com/property/details-12037448.html,For Rent,Apartment,25-Jun-25,Furnished,"{'currency': 'AED', 'amount': '120,000'}",Mohammed Bin Rashid City,"{'bedrooms': '1', 'bathrooms': '2', 'size': '766 sqft'}",,Kunal Narang,https://images.bayut.com/thumbnails/781540686-800x600.jpeg,,,
Bayut - W-030K0W,https://www.bayut.com/property/details-12036295.html,For Rent,Townhouse,25-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '165,000'}",Mohammed Bin Rashid City,"{'bedrooms': '1', 'bathrooms': '2', 'size': '1,774 sqft'}",,David Farhangui,https://images.bayut.com/thumbnails/779621724-400x300.jpeg,,,
Bayut - 103732-cRHFlB,https://www.bayut.com/property/details-12034247.html,For Rent,Apartment,25-Jun-25,Furnished,"{'currency': 'AED', 'amount': '78,000'}",Meydan City,"{'bedrooms': '1', 'bathrooms': '1', 'size': '526 sqft'}",,,https://images.bayut.com/thumbnails/781523680-800x600.jpeg,,,
Bayut - BNHT01,https://www.bayut.com/property/details-9120657.html,For Rent,Apartment,23-Jan-25,Unfurnished,"{'currency': 'AED', 'amount': '114,990'}",Bur Dubai,"{'bedrooms': '1', 'bathrooms': '2', 'size': '1,205 sqft'}",,,https://images.bayut.com/thumbnails/778131475-800x600.jpeg,,,
Bayut - 1068219-ADN,https://www.bayut.com/property/details-11947955.html,For Rent,Apartment,17-Jun-25,Furnished,"{'currency': 'AED', 'amount': '80,000'}",Jumeirah Village Circle (JVC),"{'bedrooms': '2', 'bathrooms': '3', 'size': '799 sqft'}",,Adnan Haider,https://images.bayut.com/thumbnails/779809533-800x600.jpeg,,,
Bayut - freb064A,https://www.bayut.com/property/details-11955772.html,For Rent,Apartment,18-Jun-25,Furnished,"{'currency': 'AED', 'amount': '84,999'}",Dubai Marina,"{'bedrooms': '1', 'bathrooms': '2', 'size': '886 sqft'}",,Asif Sohaib Raja,https://images.bayut.com/thumbnails/779953408-800x600.jpeg,,,
Bayut - RRE-BS-1106,https://www.bayut.com/property/details-9357321.html,For Rent,Apartment,14-Jun-25,,"{'currency': 'AED', 'amount': '75,000'}",Al Barsha,"{'bedrooms': '2', 'bathrooms': '3', 'size': '839 sqft'}",,Pankaj Parwani,https://images.bayut.com/thumbnails/779203705-800x600.jpeg,,,
Bayut - JVC-MHB-DV3-2BR-Y,https://www.bayut.com/property/details-11653498.html,For Rent,Apartment,15-May-25,Unfurnished,"{'currency': 'AED', 'amount': '100,000'}",Jumeirah Village Circle (JVC),"{'bedrooms': '5', 'bathrooms': '6', 'size': '932 sqft'}",,Muhaib Shah,https://images.bayut.com/thumbnails/774348474-800x600.jpeg,,,
Bayut - AP35809L,https://www.bayut.com/property/details-11878999.html,For Rent,Apartment,10-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '185,000'}",Downtown Dubai,"{'bedrooms': '1', 'bathrooms': '2', 'size': '1,391 sqft'}",,Benjamin Marshall,https://images.bayut.com/thumbnails/778599164-800x600.jpeg,,,
Bayut - 106823-YZN,https://www.bayut.com/property/details-11631910.html,For Rent,Apartment,13-May-25,Furnished,"{'currency': 'AED', 'amount': '85,000'}",Jumeirah Village Circle (JVC),"{'bedrooms': '1', 'bathrooms': '2', 'size': '700 sqft'}",,Yazan Alali,https://images.bayut.com/thumbnails/773990464-800x600.jpeg,,,
Bayut - RRE-Aw5-903,https://www.bayut.com/property/details-7066197.html,For Rent,Apartment,22-Apr-25,,"{'currency': 'AED', 'amount': '135,000'}",Deira,"{'bedrooms': '2', 'bathrooms': '2', 'size': '1,948 sqft'}",,Bikash Belbase,https://images.bayut.com/thumbnails/770270437-800x600.jpeg,,,
Bayut - FUR-213,https://www.bayut.com/property/details-12031577.html,For Rent,Apartment,25-Jun-25,Furnished,"{'currency': 'AED', 'amount': '54,999'}",Meydan City,"{'bedrooms': '2', 'bathrooms': '2', 'size': '369 sqft'}",,,https://images.bayut.com/thumbnails/781522999-800x600.jpeg,,,
Bayut - NOVVI-6699,https://www.bayut.com/property/details-11819231.html,For Rent,Villa,02-Jun-25,,"{'currency': 'AED', 'amount': '200,000'}",,"{'bedrooms': '4', 'bathrooms': '5', 'size': '3,299 sqft'}",,Parveen Sohotey,,,,
Bayut - 102164-O8idst,https://www.bayut.com/property/details-11633861.html,For Rent,Apartment,13-May-25,Furnished,"{'currency': 'AED', 'amount': '89,999'}",Jumeirah Village Circle (JVC),"{'bedrooms': '2', 'bathrooms': '3', 'size': '696 sqft'}",,Tuhra Butt,https://images.bayut.com/thumbnails/774021880-800x600.jpeg,,,
Bayut - NOVVI-6826,https://www.bayut.com/property/details-11886750.html,For Rent,Villa,11-Jun-25,,"{'currency': 'AED', 'amount': '212,000'}",Al Quoz,"{'bedrooms': '1', 'bathrooms': '2', 'size': '3,298 sqft'}",,Parveen Sohotey,https://images.bayut.com/thumbnails/781513654-400x300.jpeg,,,
Bayut - NOVVI-6949,https://www.bayut.com/property/details-11957103.html,For Rent,Townhouse,18-Jun-25,,"{'currency': 'AED', 'amount': '190,000'}",,"{'bedrooms': '4', 'bathrooms': '5', 'size': '2,015 sqft'}",,Niall Gleeson,,,,
Bayut - GW-R-12070,https://www.bayut.com/property/details-11622001.html,For Rent,Apartment,12-May-25,Unfurnished,"{'currency': 'AED', 'amount': '154,999'}",Meydan City,"{'bedrooms': '2', 'bathrooms': '2', 'size': '1,591 sqft'}",,Amar Rupaney,https://images.bayut.com/thumbnails/773827517-800x600.jpeg,,,
Bayut - SH-AR-LILA-3,https://www.bayut.com/property/details-12033150.html,For Rent,Villa,25-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '280,000'}",,"{'bedrooms': '5', 'bathrooms': '5', 'size': '4,795 sqft'}",,Shad Mahmood Rathore,,,,
Bayut - GW-R-12128,https://www.bayut.com/property/details-11800270.html,For Rent,Apartment,30-May-25,,"{'currency': 'AED', 'amount': '80,000'}",Meydan City,"{'bedrooms': '2', 'bathrooms': '2', 'size': '754 sqft'}",,Amar Rupaney,https://images.bayut.com/thumbnails/777093158-800x600.jpeg,,,
Bayut - 102164-C8EhKW,https://www.bayut.com/property/details-11215869.html,For Rent,Apartment,27-Mar-25,,"{'currency': 'AED', 'amount': '99,999'}",Jumeirah Village Circle (JVC),"{'bedrooms': '3', 'bathrooms': '4', 'size': '1,240 sqft'}",,Iqra Asghar,https://images.bayut.com/thumbnails/766732537-800x600.jpeg,,,
Bayut - L-272499,https://www.bayut.com/property/details-12008334.html,For Rent,Townhouse,23-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '230,000'}",,"{'bedrooms': '4', 'bathrooms': '4', 'size': '2,837 sqft'}",,Ridwana Khanam,,,,
Bayut - abdullah4-GJ3Vgy,https://www.bayut.com/property/details-12026408.html,For Rent,Apartment,25-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '70,000'}",Al Jaddaf,"{'bedrooms': '1', 'bathrooms': '2', 'size': '695 sqft'}",,Iffat Ara,https://images.bayut.com/thumbnails/781337790-800x600.jpeg,,,
Bayut - 103732-bfC1Bc,https://www.bayut.com/property/details-11991372.html,For Rent,Apartment,21-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '100,000'}",Meydan City,"{'bedrooms': '2', 'bathrooms': '2', 'size': '754 sqft'}",,,https://images.bayut.com/thumbnails/780538211-800x600.jpeg,,,
Bayut - RRE-JVC007-707,https://www.bayut.com/property/details-11713265.html,For Rent,Apartment,21-May-25,,"{'currency': 'AED', 'amount': '75,000'}",Jumeirah Village Circle (JVC),"{'bedrooms': '1', 'bathrooms': '2', 'size': '881 sqft'}",,Dhanesh Balakrishnan,https://images.bayut.com/thumbnails/775659780-800x600.jpeg,,,
Bayut - Ali…1Br…Waleed,https://www.bayut.com/property/details-12038105.html,For Rent,Apartment,25-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '70,000'}",Al Jaddaf,"{'bedrooms': '2', 'bathrooms': '2', 'size': '885 sqft'}",,Ali Raza Khalid Mahmood,https://images.bayut.com/thumbnails/781569814-800x600.jpeg,,,
Bayut - RRE-JVC007-210,https://www.bayut.com/property/details-11000397.html,For Rent,Apartment,27-Feb-25,,"{'currency': 'AED', 'amount': '52,000'}",Jumeirah Village Circle (JVC),"{'bedrooms': '1', 'bathrooms': '2', 'size': '636 sqft'}",,Dhanesh Balakrishnan,https://images.bayut.com/thumbnails/762970624-800x600.jpeg,,,
Bayut - GVA69-2BHK-25,https://www.bayut.com/property/details-11927484.html,For Rent,Apartment,15-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '110,000'}",The Gardens,"{'bedrooms': '2', 'bathrooms': '2', 'size': '1,011 sqft'}",,Neil Ian Loayon,https://images.bayut.com/thumbnails/779502095-800x600.jpeg,,,
Bayut - 9778-3wBhjF,https://www.bayut.com/property/details-11747148.html,For Rent,Villa,24-May-25,Unfurnished,"{'currency': 'AED', 'amount': '219,999'}",,"{'bedrooms': '3', 'bathrooms': '3', 'size': '2,768 sqft'}",,Ijaz Muhammad,,,,
Bayut - 102665-8JbVmw,https://www.bayut.com/property/details-11470792.html,For Rent,Apartment,26-Apr-25,Unfurnished,"{'currency': 'AED', 'amount': '110,000'}",The Gardens,"{'bedrooms': '1', 'bathrooms': '2', 'size': '1,012 sqft'}",,Danilo Jr Espe,https://images.bayut.com/thumbnails/779408640-800x600.jpeg,,,
Bayut - PSRE-STD-AMAL-WMH-RENT,https://www.bayut.com/property/details-11837652.html,For Rent,Apartment,03-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '50,000'}",Dubai Sports City,"{'bedrooms': ""{'@type': 'QuantitativeValue', 'name': 'Bedroom(s)', 'value': '0'}"", 'bathrooms': '1', 'size': '392 sqft'}",,Mohammad Dawood,https://images.bayut.com/thumbnails/777937948-800x600.jpeg,,,
Bayut - 102164-9VTXrd,https://www.bayut.com/property/details-12034183.html,For Rent,Apartment,25-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '79,999'}",Jumeirah Village Circle (JVC),"{'bedrooms': '2', 'bathrooms': '1', 'size': '1,626 sqft'}",,Jahangir Khalid,https://images.bayut.com/thumbnails/781485244-800x600.jpeg,,,
Bayut - LAP395,https://www.bayut.com/property/details-11724732.html,For Rent,Apartment,22-May-25,Unfurnished,"{'currency': 'AED', 'amount': '190,000'}",Dubai Hills Estate,"{'bedrooms': '2', 'bathrooms': '3', 'size': '1,310 sqft'}",,Cade Jenkins,https://images.bayut.com/thumbnails/775876747-800x600.jpeg,,,
